ref_x,ref_y,ref_yaw,ref_z
-26.8131786155059,-12.4494761843329,-0.262975542369219,-0.0280596623015528
-26.7648975781532,-12.4624739315278,-0.262975542366781,-0.0279080751335075
-26.7166165408004,-12.4754716787226,-0.262975542369238,-0.0268930751335075
-26.6683355034477,-12.4884694259175,-0.262975542368702,-0.0285354213476875
-26.6200544660949,-12.5014671731124,-0.262975542369238,-0.0288874001186734
-26.5717734287422,-12.5144649203073,-0.262975542366747,-0.0272176305897412
-26.5234923913894,-12.5274626675021,-0.262975542368702,-0.0295490751335075
-26.4752113540366,-12.540460414697,-0.262975542369238,-0.0295490751335075
-26.4269303166839,-12.5534581618919,-0.262975542368702,-0.0298180751335075
-26.3786492793311,-12.5664559090868,-0.262975542367317,-0.0297420751335075
-26.3303682419784,-12.5794536562816,-0.262975542368702,-0.0287290751335075
-26.2820872046256,-12.5924514034765,-0.262975542369219,-0.0303260751335075
-26.2338061672729,-12.6054491506714,-0.262975542368686,-0.0324960751335076
-26.1855251299201,-12.6184468978663,-0.262975542367298,-0.0302570751335075
-26.1372440925674,-12.6314446450611,-0.262975542368702,-0.0297940751335075
-26.0889630552146,-12.644442392256,-0.262975542369238,-0.0283490751335075
-26.0406820178619,-12.6574401394509,-0.262975542368702,-0.0317760751335075
-25.9924009805091,-12.6704378866458,-0.262975542366781,-0.0262750751335075
-25.9441199431563,-12.6834356338406,-0.262975542369238,-0.0283820751335075
-25.8958389058036,-12.6964333810355,-0.262975542368702,-0.0296340751335075
-25.8475578684508,-12.7094311282304,-0.262975542369203,-0.0325220751335075
-25.7992768310981,-12.7224288754253,-0.262975542366781,-0.0299680751335075
-25.7509957937453,-12.7354266226201,-0.262975542369219,-0.0312250751335075
-25.7027147563926,-12.748424369815,-0.262975542368721,-0.0288380751335075
-25.6544337190398,-12.7614221170099,-0.262975542369219,-0.0323110751335075
-25.6061526816871,-12.7744198642048,-0.262975542368702,-0.0309100751335075
-25.5578716443343,-12.7874176113997,-0.262975542367317,-0.0286800751335075
-25.5095906069816,-12.8004153585945,-0.262975542368668,-0.0305710751335075
-25.4613095696288,-12.8134131057894,-0.262975542368721,-0.0323400751335075
-25.413028532276,-12.8264108529843,-0.262975542369219,-0.0342910751335075
-25.3647474949233,-12.8394086001792,-0.262975542366781,-0.0354100751335076
-25.3164664575705,-12.852406347374,-0.262975542369238,-0.0316920751335075
-25.2681854202178,-12.8654040945689,-0.262975542368702,-0.0332960751335075
-25.219904382865,-12.8784018417638,-0.262975542369238,-0.0352070751335075
-25.1716233455123,-12.8913995889587,-0.262975542366747,-0.0351760751335076
-25.1233423081595,-12.9043973361535,-0.262975542369219,-0.0309680751335075
-25.0750612708068,-12.9173950833484,-0.262975542368721,-0.0309680751335075
-25.026780233454,-12.9303928305433,-0.262975542369219,-0.0336750751335076
-24.9784991961013,-12.9433905777382,-0.262975542366781,-0.0365660751335075
-24.9302181587485,-12.956388324933,-0.262975542368721,-0.0350070751335076
-24.8819371213957,-12.9693860721279,-0.262975542369219,-0.0363940751335076
-24.833656084043,-12.9823838193228,-0.262975542368702,-0.0387420751335076
-24.7853750466902,-12.9953815665177,-0.262975542367282,-0.0353840751335076
-24.7370940093375,-13.0083793137125,-0.262975542368702,-0.0348840751335076
-24.6888129719847,-13.0213770609074,-0.262975542369238,-0.0334420751335075
-24.640531934632,-13.0343748081023,-0.262975542368702,-0.0366330751335076
-24.5922508972792,-13.0473725552972,-0.262975542367298,-0.0377470751335075
-24.5439698599265,-13.060370302492,-0.262975542368721,-0.0369520751335076
-24.4956888225737,-13.0733680496869,-0.262975542368702,-0.0366740751335076
-24.4474077852209,-13.0863657968818,-0.262975542369219,-0.0371080751335075
-24.3991267478682,-13.0993635440767,-0.262975542368721,-0.0323490751335075
-24.3508457105154,-13.1123612912716,-0.262975542367264,-0.0383400751335076
-24.3025646731627,-13.1253590384664,-0.262975542368721,-0.0365520751335075
-24.2542836358099,-13.1383567856613,-0.262975542369219,-0.0383080751335075
-24.2060025984572,-13.1513545328562,-0.262975542368702,-0.0375980751335075
-24.1577215611044,-13.1643522800511,-0.262975542367317,-0.0380100751335075
-24.1094405237517,-13.1773500272459,-0.262975542368702,-0.0368070751335075
-24.0611594863989,-13.1903477744408,-0.262975542369238,-0.0392310751335075
-24.0128784490462,-13.2033455216357,-0.262551974287119,-0.0388380751335076
-23.9645919125371,-13.2163228168366,-0.261555142369478,-0.0418370751335075
-23.9162924639073,-13.2292519720187,-0.26055514236867,-0.0381430751335076
-23.8679801102742,-13.2421328212956,-0.259555142368538,-0.0379980751335075
-23.8196548999501,-13.2549653517865,-0.258555142367024,-0.0382840751335076
-23.7713168812602,-13.2677495506588,-0.257555142370238,-0.0390330751335076
-23.7229661025427,-13.2804854051285,-0.25655514236732,-0.0414070751335075
-23.6746026121481,-13.2931729024595,-0.255555142369813,-0.0440600751335075
-23.6262264584402,-13.3058120299645,-0.254555142367154,-0.0440600751335075
-23.5778376897948,-13.3184027750042,-0.253555142368448,-0.0395560751335075
-23.5294363546009,-13.330945124988,-0.252555142368633,-0.0397130751335076
-23.4810225012598,-13.3434390673735,-0.251555142369332,-0.0430690751335076
-23.4325961781853,-13.3558845896668,-0.250555142368926,-0.0421550751335076
-23.3841574338038,-13.3682816794223,-0.249555142367622,-0.0440270751335076
-23.3357063165539,-13.3806303242429,-0.248555142368089,-0.0416420751335076
-23.2872428748869,-13.39293051178,-0.247555142369054,-0.0423640751335076
-23.238767157266,-13.4051822297335,-0.246555142367388,-0.0439570751335076
-23.1902792121671,-13.4173854658515,-0.245555142370047,-0.0435020751335076
-23.1417790880781,-13.429540207931,-0.244555142367634,-0.0442320751335075
-23.0932668334991,-13.441646443817,-0.243555142368048,-0.0416120751335076
-23.0447424969424,-13.4537041614034,-0.242555142368167,-0.0455900751335075
-22.9962061269322,-13.4657133486325,-0.241555142368663,-0.0473980751335076
-22.947657772005,-13.4776739934951,-0.240555142369713,-0.0506970751335075
-22.8990974807091,-13.4895860840306,-0.239555142368738,-0.0458100751335075
-22.8505253016048,-13.5014496083268,-0.238555142368312,-0.0444810751335075
-22.8019412832643,-13.5132645545202,-0.237555142368253,-0.0465000751335075
-22.7533454742715,-13.5250309107959,-0.236555142367738,-0.0485200751335075
-22.7047379232223,-13.5367486653875,-0.235555142368498,-0.0464650751335075
-22.6561186787243,-13.5484178065773,-0.234555142369875,-0.0495160751335075
-22.6074877893967,-13.5600383226962,-0.233555142367291,-0.0501440751335075
-22.5588453038703,-13.5716102021235,-0.232555142368238,-0.0530720751335075
-22.5101912707876,-13.5831334332875,-0.231555142368134,-0.0574840751335075
-22.4615257388027,-13.5946080046649,-0.230555142369742,-0.0557010751335075
-22.4128487565812,-13.6060339047812,-0.229555142368612,-0.0541980751335076
-22.3641603727999,-13.6174111222104,-0.228555142367813,-0.0525940751335075
-22.3154606361472,-13.6287396455753,-0.227555142368293,-0.0617550751335075
-22.266749595323,-13.6400194635474,-0.226555142367975,-0.0612470751335076
-22.2180272990381,-13.6512505648469,-0.225555142368683,-0.0597570751335075
-22.169293796015,-13.6624329382427,-0.224555142368299,-0.0627510751335075
-22.1205491349871,-13.6735665725524,-0.223555142368824,-0.0606650751335076
-22.0717933646991,-13.6846514566424,-0.222555142368734,-0.0726900751335075
-22.0230265339067,-13.6956875794278,-0.221555142369376,-0.0733730751335075
-21.9742486913768,-13.7066749298725,-0.220555142366879,-0.0714670751335075
-21.9254598858872,-13.717613496989,-0.219555142369651,-0.0714670751335075
-21.8766601662267,-13.728503269839,-0.218555142367809,-0.0763290751335075
-21.827849581195,-13.7393442375325,-0.217555142369397,-0.0782600751335075
-21.7790281796027,-13.7501363892287,-0.216555142368427,-0.0764550751335075
-21.7301960102713,-13.7608797141353,-0.215555142367306,-0.0744340751335075
-21.6813531220328,-13.771574201509,-0.214555142369817,-0.0745370751335075
-21.6324995637301,-13.7822198406555,-0.213555142367864,-0.0848320751335075
-21.5836353842169,-13.7928166209289,-0.212555142368685,-0.0824470751335075
-21.5347606323572,-13.8033645317326,-0.211555142368386,-0.0842940751335075
-21.4858753570259,-13.8138635625186,-0.210555142367948,-0.0809696755512658
-21.4369796071081,-13.8243137027879,-0.209555142368896,-0.0811102953807146
-21.3880734314997,-13.8347149420904,-0.208555142368364,-0.0858023902526572
-21.3391568791068,-13.8450672700248,-0.20755514236864,-0.0870404158618339
-21.290229998846,-13.8553706762388,-0.206555142368594,-0.0867507967891394
-21.2412928396441,-13.865625150429,-0.205555142368688,-0.0867604057877839
-21.1923454504384,-13.8758306823409,-0.20455514236859,-0.0922903491996462
-21.1433878801761,-13.885987261769,-0.203555142368261,-0.0928584921365522
-21.0944201778148,-13.8960948785567,-0.202555142368648,-0.0937355595318465
-21.0454423923223,-13.9061535225964,-0.201555142367982,-0.0883316809178881
-20.9964545726764,-13.9161631838294,-0.200555142367619,-0.0965147200783261
-20.9474567678647,-13.9261238522461,-0.199555142369394,-0.0996141373596138
-20.8984490268852,-13.9360355178859,-0.198555142368374,-0.0979359485918915
-20.8494313987456,-13.945898170837,-0.197555142368298,-0.0967182758285886
-20.8004039324635,-13.9557118012368,-0.196555142368925,-0.0959298211235995
-20.7513666770664,-13.9654763992717,-0.195555142367305,-0.0972449892036251
-20.7023196815915,-13.975191955177,-0.194555142368827,-0.0983269403457853
-20.6532629950858,-13.9848584592373,-0.193555142368493,-0.100255376236654
-20.604196666606,-13.994475901786,-0.192555142368871,-0.100880412854413
-20.5551207452184,-14.0040442732057,-0.191555142368635,-0.0979893987228613
-20.5060352799989,-14.013563563928,-0.190555142368305,-0.0970523532392313
-20.456940320033,-14.0230337644336,-0.189555142368151,-0.0949491752055419
-20.4078359144157,-14.0324548652523,-0.188555142367668,-0.0987413861585928
-20.3587221122513,-14.041826856963,-0.187555142369262,-0.0974961425206021
-20.3095989626537,-14.0511497301938,-0.186555142368283,-0.0959665199867453
-20.260466514746,-14.0604234756217,-0.18555514236989,-0.0869047368063643
-20.2113248176606,-14.0696480839731,-0.18455514236817,-0.0836603210154416
-20.1621739205393,-14.0788235460232,-0.183555142367286,-0.0880833737700084
-20.1130138725329,-14.0879498525966,-0.182555142368343,-0.0858248185507018
-20.0638447228014,-14.0970269945671,-0.181555142368799,-0.0830699228976111
-20.0146665205141,-14.1060549628575,-0.180555142367842,-0.0843858519626975
-19.965479314849,-14.1150337484398,-0.179555142369364,-0.0817506664577244
-19.9162831549935,-14.1239633423353,-0.178555142368526,-0.0810816376855795
-19.8670780901437,-14.1328437356143,-0.177555142369321,-0.0819706906092985
-19.8178641695046,-14.1416749193965,-0.176555142367726,-0.079993503462986
-19.7686414422901,-14.1504568848506,-0.1755551423677,-0.0750939948773398
-19.719409957723,-14.1591896231947,-0.174555142368469,-0.0732900593425432
-19.6701697650348,-14.1678731256961,-0.17355514236895,-0.0668927460426575
-19.6209209134656,-14.1765073836713,-0.172555142368799,-0.0720279664455109
-19.5716634522643,-14.185092388486,-0.171555142368551,-0.0712795718883262
-19.5223974306883,-14.1936281315552,-0.170555142369343,-0.0671013039497315
-19.4731228980037,-14.2021146043432,-0.169555142367614,-0.0670564714735712
-19.423839903485,-14.2105517983634,-0.168555142367674,-0.065829746038916
-19.3745484964152,-14.2189397051787,-0.167555142369521,-0.0641687312633814
-19.3252487260856,-14.2272783164013,-0.16655514236809,-0.0636736306107084
-19.2759406417961,-14.2355676236924,-0.165555142368778,-0.0629939233138864
-19.2266242928548,-14.2438076187628,-0.164555142368932,-0.0622485286041328
-19.1772997285779,-14.2519982933725,-0.163555142368679,-0.0606508223673042
-19.12796699829,-14.2601396393308,-0.162555142367582,-0.0608421042602866
-19.0786261513239,-14.2682316484963,-0.16155514236847,-0.0579097333174506
-19.0292772370204,-14.2762743127771,-0.160555142368988,-0.0583221923984488
-18.9799203047285,-14.2842676241305,-0.159555142366949,-0.0561812666486611
-18.9305554038049,-14.2922115745631,-0.158555142368576,-0.0546863067708515
-18.8811825836147,-14.3001061561311,-0.157555142369695,-0.0539362559122103
-18.8318018935307,-14.3079513609399,-0.156555142368728,-0.0533366341368928
-18.7824133829335,-14.3157471811442,-0.155555142368388,-0.0514821407729513
-18.7330171012117,-14.3234936089482,-0.154555142368066,-0.0500561332514875
-18.6836130977614,-14.3311906366055,-0.153555142369191,-0.0504655993296994
-18.6342014219869,-14.3388382564191,-0.15255514236787,-0.0497951311113287
-18.5847821232996,-14.3464364607413,-0.151555142368938,-0.0472676510196149
-18.5353552511189,-14.353985241974,-0.150555142367434,-0.0477461145544736
-18.4859208548716,-14.3614845925683,-0.149555142369257,-0.0478861151970046
-18.4364789839922,-14.368934505025,-0.148555142367085,-0.0460930536149722
-18.3870296879225,-14.376334971894,-0.147555142370569,-0.045729370427649
-18.3375730161119,-14.3836859857751,-0.146555142367851,-0.0446456690464491
-18.2881090180169,-14.390987539317,-0.145555142368457,-0.0442594787800449
-18.2386377431016,-14.3982396252183,-0.144555142368592,-0.0428119352464203
-18.1891592408372,-14.4054422362269,-0.14355514236726,-0.0394502777603358
-18.1396735607023,-14.4125953651401,-0.142555142369901,-0.0400303448411901
-18.0901807521824,-14.419699004805,-0.14155514236795,-0.038149521790482
-18.0406808647705,-14.4267531481177,-0.140555142368925,-0.0409973669696522
-17.9911739479665,-14.4337577880242,-0.139555142368014,-0.0411264831129198
-17.9416600512771,-14.4407129175198,-0.13855514236803,-0.0397539897191066
-17.8921392242163,-14.4476185296494,-0.137555142368447,-0.0378604759332347
-17.842611516305,-14.4544746175074,-0.136555142368387,-0.0368191921300521
-17.7930769770708,-14.4612811742377,-0.135555142369598,-0.0372814366263052
-17.7435356560483,-14.4680381930338,-0.134555142366836,-0.0362213995305251
-17.6939876027787,-14.4747456671385,-0.133555142369965,-0.035594671638187
-17.6444328668102,-14.4814035898446,-0.132555142367461,-0.0365136419580876
-17.5948714976975,-14.4880119544939,-0.131555142368088,-0.0347144166271754
-17.5453035450019,-14.4945707544782,-0.130555142368778,-0.0317480857383199
-17.4957290582914,-14.5010799832387,-0.129555142370108,-0.0300437686227111
-17.4461480871405,-14.5075396342662,-0.128555142368298,-0.029160804418008
-17.3965606811301,-14.5139497011009,-0.127555142367769,-0.0276268420910662
-17.3469668898476,-14.5203101773328,-0.126555142368844,-0.0282010604479453
-17.2973667628868,-14.5266210566015,-0.125555142367615,-0.0281553124737712
-17.2477603498479,-14.532882332596,-0.124555142367927,-0.0280814349725517
-17.1981477003373,-14.5390939990551,-0.123555142369182,-0.0284162312424233
-17.1485288639675,-14.5452560497672,-0.122555142367834,-0.0274980887408299
-17.0989038903575,-14.5513684785701,-0.12155514236891,-0.0264534053381605
-17.0492728291322,-14.5574312793515,-0.120555142367855,-0.025629996549993
-16.9996357299226,-14.5634444460485,-0.119555142370358,-0.0246211086316738
-16.9499926423659,-14.5694079726481,-0.118555142367182,-0.0248238417170093
-16.9003436161051,-14.5753218531865,-0.117555142369807,-0.0230130526848471
-16.8506887007893,-14.5811860817501,-0.116555142366719,-0.0226514613457332
-16.8010279460733,-14.5870006524744,-0.115555142369392,-0.0229448782615002
-16.751361401618,-14.5927655595451,-0.114555142367874,-0.0207373761782357
-16.7016891170898,-14.5984807971971,-0.113555142369359,-0.0191005723955137
-16.6520111421611,-14.6041463597153,-0.112555142367955,-0.0174804520699997
-16.6023275265098,-14.609762241434,-0.111555142368125,-0.0159116378626211
-16.5526383198195,-14.6153284367374,-0.110555142368185,-0.0160017162879573
-16.5029435717794,-14.6208449400593,-0.109555142368435,-0.0142705481115995
-16.4532433320843,-14.6263117458832,-0.108555142368725,-0.0158582574994415
-16.4035376504344,-14.6317288487423,-0.107555142369062,-0.014694318478442
-16.3538265765354,-14.6370962432195,-0.106555142369409,-0.0157208694416763
-16.3041101600984,-14.6424139239474,-0.10597554236331,-0.0131799815079992
-16.2961948169349,-14.6432559111624,-0.10597554236331,-0.0131799815079992
